672.06, 5433.85
546.883, 4936.96
427.048, 4393.25
314.321, 3822.77
210.074, 3243.06
115.295, 2669.16
30.6144, 2113.58
-43.6682, 1586.41
-107.541, 1095.49
-161.24, 646.521
-205.203, 243.312
-240.024, -112.032
-266.415, -418.88
-285.162, -677.846
-297.092, -890.574
-303.047, -1059.52
-303.855, -1187.76
-300.315, -1278.81
-293.179, -1336.44
-283.144, -1364.57
-270.846, -1367.13
-256.856, -1347.93
-241.677, -1310.62
-225.746, -1258.61
-209.434, -1195.01
-193.052, -1122.62
-176.847, -1043.89
-161.012, -960.932
-145.682, -875.52
-130.939, -789.09
-116.814, -702.768
-103.289, -617.392
-90.2942, -533.535
-77.7166, -451.536
-65.3954, -371.534
-53.1257, -293.492
-40.6607, -217.237
-27.7141, -142.489
-13.9636, -68.893
0.943973, 3.9509
0.251831, -4.8147
-5.84908, 60.1093
-13.2751, 127.003
-21.552, 198.055
-30.2838, 275.436
-39.1421, 361.273
-47.8554, 457.625
-56.1979, 566.452
-63.9782, 689.59
-71.0274, 828.715
-77.1887, 985.308
-82.3064, 1160.62
-86.217, 1355.62
-88.7411, 1570.97
-89.6771, 1806.95
-88.7974, 2063.45
-85.8471, 2339.9
-80.5462, 2635.21
-72.5948, 2947.77
-61.6828, 3275.38
-47.5034, 3615.24
-29.7706, 3963.91
-8.24072, 4317.35
17.2628, 4670.88
46.822, 5019.25
80.3958, 5356.68
117.791, 5676.91
158.637, 5973.34
202.362, 6239.12
248.177, 6467.31
295.072, 6651.09
341.816, 6783.89
386.977, 6859.68
428.957, 6873.18
466.034, 6820.07
496.429, 6697.32
518.386, 6503.37
530.258, 6238.38
530.604, 5904.45
518.295, 5505.78
492.609, 5048.82
453.323, 4542.31
400.787, 3997.28
335.976, 3426.98
260.519, 2846.74
176.689, 2273.62
87.3617, 1726.13
-4.05374, 1223.71
-93.7288, 786.163
-177.549, 432.998
-251.272, 182.662
-310.7, 51.7232
-351.859, 53.9963
-371.168, 199.652
-365.608, 494.335
-332.856, 938.335
-271.416, 1525.84
-180.702, 2244.35
-61.1141, 3074.23
85.9203, 3988.51
257.927, 4952.94
451.384, 5926.39
661.734, 6861.46
883.428, 7705.48
1109.98, 8401.89
1334.03, 8891.82
1547.53, 9115.96
1741.8, 9016.73
1907.86, 8540.47
2036.59, 7639.79
2119.16, 6275.84
2147.34, 4420.47
2113.94, 2058.12
2013.3, -812.51
1841.66, -4177.35
1597.62, -8006.22
1282.43, -12252.7
900.222, -16854.7
458.116, -21735.4
-33.8915, -26804.8
-563.154, -31962.3
-1114.79, -37099.2
-1672.24, -42101.9
-2217.95, -46855.1
-2734.17, -51246
-3203.67, -55167.3
-3610.6, -58521.3
-3941.18, -61222.6
-4184.3, -63201.5
-4331.97, -64406.3
-4379.68, -64804.5
-4326.44, -64384.5
-4174.83, -63155.7
-3930.71, -61147.8
-3602.94, -58410
-3202.9, -55009
-2743.95, -51026.6
-2240.85, -46557
-1709.18, -41703.5
-1164.69, -36575.4
-622.804, -31284.2
-98.0222, -25940.5
396.476, -20650.9
849.236, -15515
1250.82, -10623.2
1593.99, -6054.07
1873.84, -1873.64
2087.78, 1866.26
2235.5, 5128.28
2318.74, 7889.64
2341.12, 10141.7
2307.8, 11889.1
2225.19, 13148.7
2100.55, 13947.9
1941.67, 14323.1
1756.5, 14317.8
1552.86, 13980.8
1338.16, 13364.1
1119.19, 12521.1
901.962, 11505
691.622, 10367.2
492.396, 9156.05
307.6, 7915.63
139.682, 6685.07
-9.70306, 5497.97
-139.607, 4382.08
-249.684, 3359.29
-340.092, 2445.69
-411.398, 1651.95
-464.487, 983.716
-500.49, 442.179
-520.721, 24.6664
-526.621, -274.71
-519.72, -464.416
-501.599, -554.868
-473.863, -557.849
-438.114, -485.97
-395.93, -352.198
-348.841, -169.441
-298.314, 49.7995
-245.726, 293.711
-192.354, 551.388
-139.359, 813
-87.7675, 1069.9
-38.4703, 1314.69
7.78814, 1541.25
50.4097, 1744.72
88.9404, 1921.44
123.065, 2068.95
152.598, 2185.81
177.473, 2271.56
197.729, 2326.6
213.496, 2352.06
224.979, 2349.67
232.449, 2321.67
236.219, 2270.63
236.641, 2199.41
234.085, 2111.01
228.935, 2008.48
221.577, 1894.86
212.391, 1773.07
201.743, 1645.89
189.983, 1515.86
177.439, 1385.29
164.41, 1256.23
151.171, 1130.42
137.961, 1009.31
124.988, 894.041
112.424, 785.482
100.402, 684.208
89.017, 590.534
78.3228, 504.53
68.3299, 426.043
59.0038, 354.724
50.2635, 290.048
41.9797, 231.34
33.9734, 177.804
26.0147, 128.542
17.8226, 82.5838
9.06465, 38.9098
-0.641608, -3.52606
93.0054, 156.983
82.0284, 158.424
73.2207, 160.786
66.5006, 164.129
61.7432, 168.502
58.7816, 173.942
57.4093, 180.469
57.3819, 188.089
58.4209, 196.785
60.2171, 206.525
62.4358, 217.249
64.7226, 228.873
66.7101, 241.283
68.0267, 254.332
68.3057, 267.834
67.1958, 281.56
64.3731, 295.232
59.5534, 308.52
52.5045, 321.031
43.0592, 332.311
31.1269, 341.842
16.7039, 349.04
-0.118659, 353.258
-19.1502, 353.801
-40.0994, 349.933
-62.5788, 340.905
-86.1132, 325.978
-110.155, 304.466
-134.104, 275.778
-157.332, 239.474
-179.214, 195.325
-199.159, 143.381
-216.641, 84.0371
-231.235, 18.1047
-242.639, -53.1297
-250.7, -127.852
-255.419, -203.686
-256.959, -277.681
-255.624, -346.334
-251.839, -405.631
-246.111, -451.146
-238.976, -478.159
-230.949, -481.831
-222.46, -457.404
-213.8, -400.438
-205.076, -307.062
-196.175, -174.245
-186.756, -0.0531993
-176.258, 216.11
-163.943, 473.3
-148.952, 768.884
-130.395, 1098.45
-107.444, 1455.83
-79.4455, 1833.15
-46.0142, 2221
-7.12384, 2608.73
36.8351, 2984.74
85.0295, 3336.88
136.199, 3652.91
188.713, 3920.91
240.667, 4129.82
290.009, 4269.83
334.692, 4332.79
372.825, 4312.62
402.817, 4205.55
423.503, 4010.35
434.223, 3728.47
434.863, 3364.1
425.841, 2924.09
408.055, 2417.86
382.782, 1857.17
351.558, 1255.87
316.036, 629.437
277.857, -5.35943
238.53, -631.034
199.339, -1229.91
161.286, -1784.69
125.069, -2279.09
91.0892, -2698.35
59.4827, -3029.78
30.1711, -3263.19
2.91598, -3391.23
-22.6272, -3409.55
-46.8621, -3316.87
-70.2131, -3114.91
-93.096, -2808.05
-115.892, -2403.07
-138.924, -1908.61
-162.424, -1334.71
-186.501, -692.21
-211.1, 7.69545
-235.952, 753.944
-260.541, 1535.95
-284.073, 2343.87
-305.47, 3168.73
-323.393, 4002.43
-336.3, 4837.73
-342.529, 5668.05
-340.424, 6487.3
-328.466, 7289.64
-305.42, 8069.32
-270.472, 8820.41
-223.339, 9536.73
-164.352, 10211.7
-94.4854, 10838.3
-15.3411, 11409.2
70.9139, 11916.8
161.656, 12353.2
253.944, 12710.9
344.675, 12982.2
430.751, 13160.4
509.236, 13239.5
577.488, 13214.4
633.273, 13081.5
674.843, 12839.1
700.98, 12486.8
711.013, 12026.6
704.801, 11462.4
682.707, 10800.1
645.543, 10047.9
594.514, 9215.67
531.155, 8315.03
457.267, 7359.03
374.848, 6361.77
286.033, 5338.05
193.03, 4302.97
98.0608, 3271.5
3.30245, 2258.13
-89.1679, 1276.47
-177.426, 338.948
-259.747, -543.453
-334.65, -1361.39
-400.926, -2107.29
-457.667, -2775.42
-504.274, -3361.89
-540.46, -3864.6
-566.238, -4283.1
-581.899, -4618.52
-587.98, -4873.31
-585.223, -5051.12
-574.535, -5156.54
-556.935, -5194.95
-533.51, -5172.25
-505.367, -5094.76
-473.597, -4968.96
-439.237, -4801.37
-403.241, -4598.43
-366.464, -4366.37
-329.641, -4111.1
-293.39, -3838.17
-258.203, -3552.69
-224.458, -3259.3
-192.42, -2962.17
-162.26, -2664.96
-134.062, -2370.85
-107.842, -2082.54
-83.5564, -1802.3
-61.121, -1531.97
-40.4187, -1272.99
-21.3121, -1026.47
-3.65202, -793.201
12.7147, -573.714
27.9396, -368.293
42.1676, -177.031
55.5335, 0.14527
68.1595, 163.435
80.1534, 313.141
91.607, 449.637
102.595, 573.351
113.175, 684.737
123.384, 784.265
133.243, 872.401
142.75, 949.594
151.88, 1016.27
160.59, 1072.83
168.809, 1119.61
176.44, 1156.94
183.36, 1185.08
189.414, 1204.24
194.417, 1214.6
198.149, 1216.27
